0,45
1,45
2,121
3,182
4,203
5,182
6,121
7,121
8,118
9,183
10,120
11,122
12,203
13,44
14,43
15,121
16,203
17,46
18,203
19,202
20,203
21,203
22,202
23,203
24,203
25,24
26,126
27,43
28,44
29,44
30,181
31,123
32,126
33,125
34,124
35,122
36,182
37,182
38,182
39,120
40,123
41,126
42,182
43,45
44,203
45,203
46,43
47,181
48,120
49,122
50,24
51,46
52,120
53,43
54,45
55,203
56,182
57,120
58,181
59,44
60,44
61,121
62,125
63,121
64,122
65,125
66,181
67,123
68,182
69,127
70,122
71,121
72,204
73,125
74,24
75,123
76,46
77,124
78,181
79,203
80,182
81,122
82,203
83,46
84,122
85,122
86,120
87,126
88,124
89,120
90,120
91,203
92,181
93,121
94,203
95,203
96,203
97,203
98,203
99,182
100,203
101,124
102,203
103,203
104,46
105,181
106,181
107,123
108,181
109,182
110,123
111,24
112,24
113,44
114,203
115,203
116,45
117,44
118,122
119,181
120,120
121,123
122,122
123,126
124,44
125,120
126,120
127,122
128,122
129,46
130,118
131,181
132,45
133,45
134,44
135,46
136,46
137,182
138,123
139,45
140,125
141,124
142,123
143,44
144,121
145,44
146,44
147,125
148,24
149,44
150,24
151,123
152,121
153,181
154,123
155,121
156,203
157,121
158,182
159,203
160,203
161,203
162,123
163,123
164,181
165,182
166,45
167,182
168,182
169,122
170,203
171,45
172,45
173,44
174,45
175,46
176,46
177,182
178,124
179,126
180,46
181,123
182,181
183,124
184,125
185,182
186,121
187,123
188,123
189,120
190,124
191,24
192,123
193,123
194,46
195,182
196,124
197,124
198,124
199,123
200,182
201,182
202,182
203,45
204,181
205,123
206,202
207,126
208,125
209,183
210,125
211,126
212,181
213,181
214,44
215,182
216,45
217,182
218,182
219,203
220,203
221,126
222,124
223,181
224,46
225,122
226,122
227,126
228,123
229,45
230,127
231,181
232,125
233,126
234,24
235,125
236,121
237,182
238,182
239,45
240,45
241,120
242,203
243,125
244,120
245,46
246,126
247,203
248,125
249,127
250,45
251,182
252,181
253,45
254,44
255,121
256,44
257,182
258,24
259,44
260,122
261,181
262,182
263,120
264,24
265,121
266,203
267,44
268,126
269,204
270,24
271,45
272,45
273,181
274,181
275,45
276,45
277,44
278,203
279,120
280,46
281,126
282,125
283,24
284,127
285,45
286,44
287,181
288,44
289,183
290,203
291,120
292,126
293,44
294,181
295,182
296,203
297,120
298,203
299,182
300,121
301,44
302,45
303,120
304,44
305,46
306,181
307,24
308,126
309,122
310,181
311,202
312,182
313,181
314,45
315,46
316,44
317,44
318,125
319,24
320,202
321,123
322,122
323,44
324,126
325,181
326,126
327,46
328,45
329,123
330,125
331,203
332,182
333,45
334,45
335,182
336,182
337,24
338,182
339,45
340,44
341,120
342,121
343,126
344,24
345,45
346,44
347,44
348,181
349,125
350,124
351,120
352,44
353,122
354,203
355,203
356,203
357,182
358,44
359,182
360,182
361,122
362,122
363,120
364,121
365,182
366,181
367,121
368,120
369,123
370,203
371,122
372,203
373,121
374,182
375,122
376,181
377,123
378,125
379,125
380,127
381,24
382,46
383,45
384,126
385,44
386,203
387,120
388,123
389,45
390,46
391,46
392,181
393,123
394,121
395,120
396,120
397,182
398,121
399,122
400,126
401,126
402,44
403,124
404,183
405,122
406,122
407,182
408,121
409,182
410,125
411,126
412,125
413,44
414,45
415,182
416,124
417,24
418,183
419,125
420,44
421,122
422,182
423,121
424,181
425,123
426,125
427,182
428,203
429,44
430,124
431,202
432,203
433,126
434,182
435,126
436,125
437,125
438,127
439,126
440,126
441,123
442,123
443,125
444,183
445,126
446,182
447,121
448,181
449,44
450,181
451,126
452,122
453,123
454,126
455,181
456,182
457,24
458,122
459,45
460,125
461,123
462,203
463,45
464,123
465,126
466,44
467,46
468,45
469,182
470,44
471,126
472,123
473,45
474,203
475,203
476,126
477,46
478,122
479,182
480,202
481,125
482,123
483,127
484,127
485,126
486,125
487,24
488,46
489,124
490,182
491,45
492,45
493,182
494,24
495,121
496,122
497,121
498,181
499,126
500,123
501,122
502,121
503,123
504,182
505,120
506,121
507,203
508,120
509,182
510,120
511,125
512,182
513,46
514,203
515,123
516,181
517,203
518,203
519,182
520,123
521,126
522,124
523,125
524,122
525,43
526,24
527,126
528,121
529,43
530,121
531,182
532,121
533,203
534,202
535,45
536,125
537,125
538,125
539,126
540,181
541,123
542,24
543,203
544,46
545,46
546,182
547,45
548,203
549,182
550,24
551,203
552,24
553,125
554,120
555,126
556,182
557,182
558,125
559,181
560,181
561,181
562,182
563,24
564,124
565,126
566,125
567,203
568,122
569,182
570,182
571,24
572,182
573,121
574,182
575,203
576,125
577,181
578,127
579,123
580,120
581,120
582,181
583,182
584,44
585,44
586,44
587,121
588,203
589,44
590,44
591,123
592,122
593,45
594,202
595,45
596,24
597,122
598,126
599,126
600,24
601,123
602,123
603,204
604,182
605,44
606,181
607,125
608,182
609,45
610,122
611,120
612,120
613,120
614,24
615,123
616,203
617,123
618,24
619,182
620,182
621,182
622,45
623,182
624,182
625,182
626,24
627,122
628,125
629,124
630,45
631,44
632,203
633,46
634,45
635,44
636,24
637,125
638,203
639,181
640,121
641,182
642,203
643,126
644,203
645,45
646,44
647,44
648,181
649,120
650,126
651,45
652,122
653,203
654,203
655,45
656,121
657,181
658,126
659,125
660,125
661,123
662,120
663,45
664,24
665,126
666,121
667,203
668,203
669,24
670,182
671,182
672,126
673,203
674,24
675,203
676,120
677,120
678,123
679,181
680,182
681,123
682,122
683,182
684,45
685,24
686,120
687,124
688,45
689,181
690,203
691,127
692,182
693,45
694,44
695,24
696,183
697,126
698,182
699,126
700,203
701,122
702,182
703,123
704,181
705,122
706,202
707,182
708,126
709,46
710,182
711,182
712,120
713,125
714,125
715,124
716,181
717,183
718,123
719,45
720,123
721,44
722,123
723,181
724,124
725,124
726,182
727,46
728,120
729,126
730,126
731,24
732,126
733,24
734,120
735,203
736,46
737,182
738,124
739,203
740,203
741,203
742,182
743,122
744,182
745,125
746,46
747,46
748,203
749,125
750,46
751,125
752,182
753,125
754,44
755,45
756,45
757,122
758,181
759,120
760,125
761,126
762,203
763,46
764,182
765,24
766,46
767,182
768,121
769,121
770,182
771,121
772,203
773,203
774,44
775,122
776,182
777,127
778,24
779,125
780,122
781,44
782,125
783,46
784,46
785,121
786,123
787,125
788,182
789,44
790,45
791,203
792,125
793,122
794,123
795,121
796,121
797,123
798,181
799,181
800,181
801,121
802,182
803,46
804,182
805,44
806,182
807,45
808,125
809,126
810,45
811,183
812,45
813,44
814,204
815,120
816,120
817,182
818,121
819,182
820,125
821,123
822,181
823,124
824,125
825,125
826,124
827,183
828,121
829,202
830,126
831,24
832,181
833,182
834,203
835,204
836,46
837,203
838,182
839,121
840,122
841,203
842,126
843,123
844,44
845,122
846,121
847,125
848,143
849,182
850,46
851,125
852,125
853,127
854,121
855,45
856,120
857,203
858,182
859,126
860,126
861,45
862,124
863,182
864,125
865,127
866,127
867,121
868,182
869,121
870,203
871,120
872,202
873,182
874,182
875,45
876,123
877,123
878,44
879,44
880,126
881,121
882,183
883,121
884,203
885,182
886,122
887,126
888,203
889,121
890,24
891,182
892,182
893,44
894,121
895,124
896,46
897,125
898,24
899,120
900,24
901,121
902,24
903,122
904,203
905,126
906,120
907,123
908,44
909,120
910,44
911,181
912,124
913,24
914,182
915,125
916,124
917,203
918,126
919,24
920,204
921,202
922,181
923,181
924,121
925,182
926,45
927,124
928,124
929,125
930,45
931,123
932,202
933,182
934,125
935,120
936,120
937,125
938,182
939,126
940,44
941,203
942,182
943,124
944,181
945,125
946,24
947,24
948,121
949,120
950,182
951,181
952,55
953,203
954,121
955,24
956,182
957,121
958,123
959,182
960,126
961,181
962,125
963,123
964,125
965,181
966,46
967,44
968,181
969,124
970,202
971,120
972,182
973,124
974,45
